# x, y
-19.379562043795623, -15.627530364372468
-15.821167883211679, -13.319838056680162
-13.029197080291972, -13.319838056680162
-13.74087591240876, -12.591093117408906
-14.069343065693431, -12.226720647773279
-14.397810218978103, -12.226720647773279
-13.412408759124089, -11.94331983805668
-12.755474452554745, -11.902834008097166
-12.372262773722628, -11.700404858299596
-11.989051094890511, -11.376518218623481
-11.66058394160584, -11.255060728744938
-11.332116788321168, -11.133603238866396
-10.62043795620438, -10.97165991902834
-11.003649635036497, -10.769230769230768
-10.291970802919709, -10.364372469635628
-9.963503649635037, -10.20242914979757
-9.525547445255475, -10.48582995951417
-9.197080291970803, -10.2834008097166
-8.868613138686133, -9.919028340080972
-8.485401459854016, -9.595141700404858
10.456204379562044, -12.186234817813766
11.222627737226277, -11.862348178137651
11.55109489051095, -11.94331983805668
12.974452554744525, -12.186234817813766
11.879562043795621, -11.65991902834008
13.686131386861314, -12.631578947368421
14.014598540145986, -13.279352226720647
13.357664233576642, -13.319838056680162
12.7007299270073, -12.591093117408906
12.208029197080293, -12.591093117408906
10.127737226277373, -11.45748987854251
10.83941605839416, -11.214574898785425
9.799270072992702, -11.052631578947368
9.525547445255475, -10.728744939271255
9.142335766423358, -11.052631578947368
8.813868613138686, -10.526315789473685
8.430656934306569, -10.323886639676113
8.047445255474454, -9.7165991902834
7.718978102189781, -9.878542510121457
7.335766423357665, -9.595141700404858
6.952554744525548, -8.987854251012145
6.624087591240876, -9.02834008097166
6.295620437956205, -8.663967611336032
5.967153284671533, -8.218623481781377
5.638686131386861, -7.813765182186234
5.255474452554745, -7.570850202429149
4.927007299270073, -7.085020242914979
4.543795620437956, -6.801619433198381
4.160583941605839, -6.396761133603238
3.832116788321168, -6.032388663967611
3.448905109489051, -5.546558704453441
3.175182481751825, -5.06072874493927
2.791970802919708, -4.5748987854251
2.408759124087591, -4.048582995951417
2.0802919708029197, -3.522267206477732
1.697080291970803, -2.995951417004047
1.3686131386861315, -2.429149797570851
1.0401459854014599, -1.7408906882591104
0.6569343065693432, -1.0931174089068811
0.3284671532846716, -0.607287449392711
0, -0.4858299595141702
-0.3832116788321168, -0.8097165991902848
-0.7664233576642336, -1.3360323886639662
-1.094890510948905, -1.9433198380566807
-1.478102189781022, -2.4696356275303657
-1.8613138686131387, -2.995951417004047
-2.135036496350365, -3.4412955465587025
-2.5182481751824817, -3.8461538461538467
-2.8467153284671536, -4.291497975708502
-3.175182481751825, -4.65587044534413
-3.558394160583942, -5.101214574898785
-3.9416058394160585, -5.546558704453441
-4.2153284671532845, -5.870445344129555
-4.653284671532847, -6.234817813765183
-4.981751824817518, -6.558704453441296
-5.31021897810219, -7.004048582995951
-5.638686131386861, -7.287449392712551
-6.021897810218978, -7.4089068825910935
-6.35036496350365, -7.854251012145749
-6.733576642335767, -8.016194331983806
-7.116788321167884, -8.34008097165992
-7.445255474452555, -8.704453441295547
-7.773722627737227, -8.906882591093117
-8.156934306569344, -9.02834008097166
